treatment_id,compound,compound_key,d,pvalue,n_mut,n_wt,median_sens_mut,median_sens_wt,qvalue
BRD:BRD-K26997899-001-02-2,,BRD-K26997899,0.1443,0.3751909436409851,32,410,-1.0357,-1.1315,0.896054694164599
BRD:BRD-A68589262-001-04-3,,BRD-A68589262,0.1445,0.2909894825507003,31,401,0.2264,0.2072,0.8606755868855499
BRD:BRD-A42881122-001-01-1,,BRD-A42881122,0.1447,0.36359262283891686,31,395,0.0528,-0.0323,0.891339366052033
BRD:BRD-A55272860-001-14-6,,BRD-A55272860,0.1447,0.4277160849881231,32,408,0.1451,0.1268,0.909141631411559
BRD:BRD-K00003307-001-01-9,COH29,BRD-K00003307,0.1449,0.3878128266506618,38,571,-0.9997,-1.3456,0.9007050736093529
BRD:BRD-A78877355-001-03-0,,BRD-A78877355,0.1449,0.3840545206620381,32,411,0.0964,0.0169,0.8993646040197221
BRD:BRD-K11256763-001-01-5,,BRD-K11256763,0.1449,0.38407114486031896,31,396,0.1058,0.0386,0.8993646040197221
BRD:BRD-K00003256-001-01-9,avacopan,BRD-K00003256,0.1449,0.2556847599954915,38,573,0.1867,0.0544,0.8532267391384516
BRD:BRD-K50135270-300-02-3,,BRD-K50135270,0.145,0.4177946835144882,31,406,0.089,0.0639,0.9054662946260372
BRD:BRD-K26169680-003-01-9,,BRD-K26169680,0.145,0.4141042922173898,31,346,0.243,0.247,0.901934573856811
BRD:BRD-K20755323-001-05-9,,BRD-K20755323,0.1451,0.31023377680943454,32,408,0.1604,0.1483,0.8725894837223414
BRD:BRD-K67397687-001-01-3,,BRD-K67397687,0.1454,0.37395293479319336,31,346,0.1241,0.0394,0.896054694164599
BRD:BRD-K06902185-003-01-7,,BRD-K06902185,0.1455,0.42310621742116666,32,407,0.4842,0.305,0.909141631411559
BRD:BRD-K27184429-300-01-3,,BRD-K27184429,0.1455,0.34481205522064645,32,411,-0.2044,-0.3281,0.8822712818122231
BRD:BRD-A97479839-003-13-3,,BRD-A97479839,0.1456,0.4036930323601571,32,411,0.1002,0.0152,0.9011210084668791
BRD:BRD-K17705806-003-04-4,,BRD-K17705806,0.1456,0.4800903852237146,32,409,-1.0024,-0.8915,0.9258505829176604
BRD:BRD-A91822151-001-05-0,,BRD-A91822151,0.1457,0.2671042258355651,31,401,-0.0574,-0.073,0.8588377446934878
BRD:BRD-K69346723-001-04-8,,BRD-K69346723,0.1457,0.4122961226672379,27,387,0.0275,0.0345,0.9011210084668791
BRD:BRD-K00005331-001-01-9,BAY-8002,BRD-K00005331,0.1457,0.16378071720593865,38,574,-0.0943,-0.1188,0.806786776426494
BRD:BRD-K21867462-001-02-9,,BRD-K21867462,0.1459,0.4447093998982513,31,406,0.1129,0.0095,0.9161337455428175
BRD:BRD-A33479817-003-03-7,,BRD-A33479817,0.1461,0.3241325411805856,31,396,-0.0903,-0.0891,0.8761385169650383
BRD:BRD-K11072003-001-02-4,ombitasvir,BRD-K11072003,0.1462,0.35287524176977014,38,573,-0.0899,-0.1047,0.8842481829919393
BRD:BRD-K93460210-001-23-7,,BRD-K93460210,0.1462,0.38407160384483163,32,409,-0.0308,-0.1006,0.8993646040197221
BRD:BRD-K63126190-003-01-6,,BRD-K63126190,0.1463,0.3295120824840782,31,399,-0.0514,-0.0895,0.8772402897570294
BRD:BRD-A43809092-003-02-1,,BRD-A43809092,0.1464,0.4087608742626057,31,408,0.1363,0.091,0.9011210084668791
BRD:BRD-K00004593-001-01-9,BW-348U87,BRD-K00004593,0.1464,0.28128741527376927,38,571,-2.265,-2.2577,0.8589394139112967
BRD:BRD-K24943235-001-01-3,,BRD-K24943235,0.1464,0.30884145069186947,32,411,0.0094,-0.042,0.8722780971057753
BRD:BRD-K49671696-045-08-5,,BRD-K49671696,0.1465,0.3129490458914718,31,404,0.3108,0.2002,0.8728113460514735
BRD:BRD-A86415025-050-01-0,,BRD-A86415025,0.1465,0.3277608611124267,32,410,-0.2033,-0.1866,0.8772402897570294
BRD:BRD-K45086103-001-15-5,,BRD-K45086103,0.1466,0.39147366963953956,32,407,0.2785,0.2212,0.9011210084668791
BRD:BRD-K03243820-001-23-8,,BRD-K03243820,0.1466,0.48071260909100033,27,387,-0.6299,-0.9285,0.9258505829176604
BRD:BRD-K37561857-001-15-5,,BRD-K37561857,0.1467,0.3091724432422761,31,401,0.125,0.0702,0.8722780971057753
BRD:BRD-K96714749-001-01-0,,BRD-K96714749,0.1469,0.31215686934849307,32,408,-0.1573,-0.1207,0.8728113460514735
BRD:BRD-K77547509-001-03-3,,BRD-K77547509,0.1469,0.3509653147672318,31,346,0.1872,0.084,0.8840448704128864
BRD:BRD-A07440155-003-25-4,,BRD-A07440155,0.1471,0.4311932857052802,32,407,0.3282,0.2245,0.9103801160521103
BRD:BRD-K97810537-001-13-6,,BRD-K97810537,0.1471,0.3856876801140821,32,393,-0.0024,-0.0653,0.8993646040197221
BRD:BRD-K98251413-001-04-0,,BRD-K98251413,0.1472,0.46537992543103684,32,411,0.3532,0.2817,0.9241972064613284
BRD:BRD-K89714990-001-01-5,,BRD-K89714990,0.1472,0.39606820333257087,32,408,-0.05,-0.0585,0.9011210084668791
BRD:BRD-K64538373-001-01-4,,BRD-K64538373,0.1473,0.40942741840439945,32,407,0.0731,-0.4043,0.9011210084668791
BRD:BRD-K49759007-001-11-9,,BRD-K49759007,0.1474,0.46835916942764355,32,409,-0.1898,-0.1804,0.9245681037576331
BRD:BRD-K13330768-001-02-9,zinc-undecylenate,BRD-K13330768,0.1475,0.33228291280640776,38,571,0.1021,0.0345,0.8772402897570294
BRD:BRD-K00078770-001-02-9,4-CPA,BRD-K00078770,0.1475,0.2532397275404474,38,561,0.1027,0.0648,0.8532267391384516
BRD:BRD-A58564983-001-04-6,,BRD-A58564983,0.1476,0.3562801074532601,32,410,0.088,0.0155,0.8872092829273195
BRD:BRD-K97010173-001-06-9,deferasirox,BRD-K97010173,0.1477,0.25182796346850594,38,571,-0.1231,-0.1556,0.8532267391384516
BRD:BRD-K78781788-003-01-9,,BRD-K78781788,0.1477,0.38635047879548357,31,404,0.0011,-0.0411,0.8993646040197221
BRD:BRD-K00003141-003-01-9,vixotrigine,BRD-K00003141,0.1478,0.23825269624406958,38,574,0.0834,0.0281,0.847248776075621
BRD:BRD-K14762862-001-01-9,,BRD-K14762862,0.1478,0.4198463093742513,32,410,0.0589,0.0439,0.9075951737189324
BRD:BRD-K54519451-001-02-9,,BRD-K54519451,0.1479,0.3528468839541124,31,396,0.0859,0.0499,0.8842481829919393
BRD:BRD-K91159026-001-01-7,,BRD-K91159026,0.148,0.38956877071172924,32,408,0.0883,0.1067,0.9007050736093529
BRD:BRD-K00004733-001-01-9,NSP-805,BRD-K00004733,0.1481,0.22975136083147893,38,571,0.1739,0.1014,0.8433692361299897
BRD:BRD-K45542189-048-22-1,,BRD-K45542189,0.1481,0.3116343619482474,32,406,0.1384,0.1498,0.8725894837223414
BRD:BRD-K15382985-001-01-7,LY2857785,BRD-K15382985,0.1482,0.33483304755382687,38,571,-6.5074,-6.7045,0.8784839230643294
BRD:BRD-K10029415-005-06-9,,BRD-K10029415,0.1483,0.3576402616063659,32,409,-0.0491,-0.0677,0.8874291220211825
BRD:BRD-K23952234-236-03-4,AM095,BRD-K23952234,0.1483,0.26029370912722705,38,574,-0.0739,-0.1126,0.8546939315849001
BRD:BRD-K93208532-001-02-5,,BRD-K93208532,0.1486,0.3572117037019365,32,411,0.2429,0.2184,0.8874291220211825
BRD:BRD-K00108790-001-01-9,AMG-397,BRD-K00108790,0.1486,0.29277894433554685,38,561,-1.1281,-1.205,0.8606755868855499
BRD:BRD-K12829205-003-02-8,,BRD-K12829205,0.1488,0.5163453944926848,27,387,-1.0771,-1.2043,0.9297897234262028
BRD:BRD-K62056274-332-01-8,,BRD-K62056274,0.1489,0.4878281846852803,32,410,0.1543,0.1653,0.9258505829176604
BRD:BRD-K45117373-001-02-9,,BRD-K45117373,0.1491,0.367068645047635,31,401,0.2835,0.2428,0.8924177715097272
BRD:BRD-A44511856-001-01-4,,BRD-A44511856,0.1491,0.41220802238860227,31,395,0.1767,0.1126,0.9011210084668791
BRD:BRD-K30685142-001-15-4,,BRD-K30685142,0.1491,0.40321353631887624,31,406,0.2046,0.2798,0.9011210084668791
BRD:BRD-K82767007-001-01-1,,BRD-K82767007,0.1492,0.2696427870449019,31,401,0.1558,0.0535,0.8589394139112967
BRD:BRD-K65544384-001-15-8,,BRD-K65544384,0.1492,0.38200369412671437,32,407,0.3104,0.3048,0.8989680009946314
BRD:BRD-K88052444-001-08-8,,BRD-K88052444,0.1493,0.30175583490914737,32,407,0.2895,0.2481,0.8656288607195519
BRD:BRD-K12742203-003-01-7,,BRD-K12742203,0.1494,0.44014287040895284,31,395,0.0511,0.0607,0.9130643024638164
BRD:BRD-K92073408-001-15-7,,BRD-K92073408,0.1495,0.35793864388215574,31,395,0.0005,-0.0731,0.8875172936351119
BRD:BRD-K02241333-001-02-7,,BRD-K02241333,0.1496,0.3855526791328224,32,408,-2.3776,-2.6697,0.8993646040197221
BRD:BRD-K00003155-003-01-9,TAK-779,BRD-K00003155,0.1496,0.31915883059397676,38,573,0.0598,-0.0675,0.8746148967267653
BRD:BRD-K21372554-003-01-7,,BRD-K21372554,0.1499,0.410300106987085,31,404,-0.0664,-0.0855,0.9011210084668791
BRD:BRD-K99092662-001-01-1,,BRD-K99092662,0.15,0.4278654658820715,32,408,0.1237,0.1299,0.909141631411559
BRD:BRD-K83452553-001-07-9,daminozide,BRD-K83452553,0.15,0.28472604658989864,38,571,0.0048,-0.0483,0.8589394139112967
BRD:BRD-A10967948-003-06-3,,BRD-A10967948,0.1502,0.451308133821487,32,393,-0.2064,-0.2744,0.9170296243582624
BRD:BRD-K10176267-001-03-3,,BRD-K10176267,0.1502,0.3192849140236585,32,408,0.175,0.1591,0.8746148967267653
BRD:BRD-K00003532-001-01-9,inarigivir,BRD-K00003532,0.1503,0.42346158107245657,38,574,-3.007,-3.8714,0.909141631411559
BRD:BRD-K73319509-001-08-0,,BRD-K73319509,0.1503,0.40915745692526095,32,409,-0.0479,-0.2052,0.9011210084668791
BRD:BRD-K54028654-001-02-6,,BRD-K54028654,0.1504,0.38566066521888354,32,393,0.1154,0.0086,0.8993646040197221
BRD:BRD-K58648841-001-04-7,,BRD-K58648841,0.1504,0.35640989885189694,32,408,-0.0924,-0.1491,0.8872092829273195
BRD:BRD-K73838513-003-05-5,,BRD-K73838513,0.1505,0.3186346009057706,31,406,0.2996,0.2614,0.8746148967267653
BRD:BRD-K07625016-001-01-2,,BRD-K07625016,0.1505,0.39569679244465883,31,395,0.0107,-0.0533,0.9011210084668791
BRD:BRD-K26989966-001-03-5,,BRD-K26989966,0.1506,0.3332475363761885,32,408,0.2032,0.1875,0.8772402897570294
BRD:BRD-K47832606-001-30-1,,BRD-K47832606,0.1506,0.3218520426395832,31,406,-1.1956,-1.3202,0.8759689813332554
BRD:BRD-K00004635-001-01-9,PF-04995274,BRD-K00004635,0.1507,0.24536442678181916,38,571,0.1211,0.085,0.8532267391384516
BRD:BRD-A67363467-001-01-3,,BRD-A67363467,0.1507,0.33986582930708237,32,408,0.1076,0.0655,0.881352356055775
BRD:BRD-K81473043-001-14-6,,BRD-K81473043,0.1508,0.534530190383275,27,387,-1.2704,-1.9919,0.9347495677422333
BRD:BRD-K99300445-003-21-6,,BRD-K99300445,0.1508,0.4380249422540754,31,404,0.0369,-0.0424,0.9128853345572709
BRD:BRD-K92581468-001-01-6,,BRD-K92581468,0.1509,0.40469702520512874,31,396,-0.0146,-0.002,0.9011210084668791
BRD:BRD-K43966364-237-04-8,,BRD-K43966364,0.1512,0.44124782499928694,31,401,-0.0904,-0.13,0.9130643024638164
BRD:BRD-K28861668-001-01-9,,BRD-K28861668,0.1513,0.4498080917658376,32,408,0.06,-0.0203,0.9170296243582624
BRD:BRD-K09821361-066-25-8,,BRD-K09821361,0.1514,0.2920828621857656,31,396,0.172,0.1046,0.8606755868855499
BRD:BRD-K57853941-304-02-5,,BRD-K57853941,0.1514,0.3674697481204764,32,411,-0.047,-0.0599,0.8924177715097272
BRD:BRD-A32796301-001-01-6,,BRD-A32796301,0.1516,0.3026330209571066,31,346,0.2984,0.2489,0.8656288607195519
BRD:BRD-K94455792-001-01-8,,BRD-K94455792,0.1516,0.31072670805244057,32,408,-0.0811,-0.1445,0.8725894837223414
BRD:BRD-K00003199-001-01-9,MK-7246,BRD-K00003199,0.1516,0.22355076426288795,38,574,0.0383,-0.0383,0.8386241377596736
BRD:BRD-A83029242-001-05-3,,BRD-A83029242,0.1516,0.3569743388744384,31,406,0.4043,0.3278,0.8872092829273195
BRD:BRD-K03503561-001-01-4,,BRD-K03503561,0.1517,0.4810369910560617,31,396,0.1563,0.0273,0.9258505829176604
BRD:BRD-K00004699-001-01-9,J147,BRD-K00004699,0.1517,0.25675665459577957,38,573,0.0072,-0.027,0.8532267391384516
BRD:BRD-K88405679-003-03-1,,BRD-K88405679,0.1518,0.42186389628499166,32,407,0.2071,0.2418,0.909141631411559
BRD:BRD-K70246307-001-04-1,,BRD-K70246307,0.1519,0.39756052296671834,32,408,-0.0308,-0.0808,0.9011210084668791
BRD:BRD-K01773083-001-01-4,,BRD-K01773083,0.152,0.3319010932031063,31,395,0.0786,-0.0232,0.8772402897570294
BRD:BRD-A98845662-036-03-7,,BRD-A98845662,0.1521,0.3280974655519383,32,408,0.1877,0.1629,0.8772402897570294
BRD:BRD-A78391468-001-02-8,,BRD-A78391468,0.1522,0.4532369467325284,32,407,0.1936,0.216,0.9170296243582624
BRD:BRD-K41406082-001-16-2,,BRD-K41406082,0.1523,0.3281605681030872,32,407,0.1802,0.1189,0.8772402897570294
BRD:BRD-K00003173-001-01-9,SJG-136,BRD-K00003173,0.1524,0.26015917960390766,38,574,-0.531,-0.5239,0.8546939315849001
BRD:BRD-K70487031-001-02-8,,BRD-K70487031,0.1524,0.39284145694707817,32,407,0.037,-0.0375,0.9011210084668791
BRD:BRD-K73771095-001-03-3,,BRD-K73771095,0.1527,0.37774180326557805,31,408,0.1783,0.1085,0.8963106936261408
BRD:BRD-A07815743-001-01-1,,BRD-A07815743,0.1527,0.4007562156483215,32,407,-0.0262,-0.0149,0.9011210084668791
BRD:BRD-K48329353-001-01-3,,BRD-K48329353,0.1527,0.44005307513005376,32,407,0.2476,0.1101,0.9130643024638164
BRD:BRD-K26323068-001-01-8,,BRD-K26323068,0.1528,0.45018989258896724,31,396,0.0061,-0.0005,0.9170296243582624
BRD:BRD-K00075584-003-02-9,Melflufen (hydrochloride),BRD-K00075584,0.1529,0.3180244427499063,38,561,-5.4234,-5.5613,0.8746148967267653
BRD:BRD-K20545304-001-01-6,,BRD-K20545304,0.153,0.3688080233944139,31,406,-1.215,-1.1667,0.8934818397862104
BRD:BRD-K52579889-001-01-9,,BRD-K52579889,0.1531,0.31778449237228684,31,395,0.0795,0.0419,0.8746148967267653
BRD:BRD-A81603255-001-01-0,,BRD-A81603255,0.1531,0.4288098775384958,31,346,0.2253,0.1739,0.9099339848113649
BRD:BRD-K00090648-001-01-9,Zotatifin,BRD-K00090648,0.1532,0.44646871679103395,38,561,-4.439,-4.6935,0.9163328921428356
BRD:BRD-K50660797-001-05-1,,BRD-K50660797,0.1533,0.3781723760047802,31,396,0.0911,0.0246,0.8963106936261408
BRD:BRD-A05523972-001-01-5,,BRD-A05523972,0.1533,0.3462766175921205,32,407,0.2776,0.2409,0.8824076650192914
BRD:BRD-K49865102-001-08-4,,BRD-K49865102,0.1537,0.4001357446190705,31,403,0.0532,-0.3408,0.9011210084668791
BRD:BRD-A61154809-001-15-9,,BRD-A61154809,0.1538,0.3690131111511499,32,410,0.0104,-0.0424,0.8934818397862104
BRD:BRD-K60102752-001-02-2,,BRD-K60102752,0.1539,0.17769493397917221,31,408,0.2936,0.237,0.806786776426494
BRD:BRD-A35989968-001-04-2,,BRD-A35989968,0.154,0.4307902182527377,32,406,0.3335,0.2503,0.9103801160521103
BRD:BRD-K83213911-001-08-9,PF-750,BRD-K83213911,0.1541,0.3514094676566684,38,571,0.1265,0.0363,0.8840448704128864
BRD:BRD-K74339692-001-01-9,,BRD-K74339692,0.1541,0.4250797300130653,31,404,-0.0605,-0.0947,0.909141631411559
BRD:BRD-K26011976-001-01-0,,BRD-K26011976,0.1543,0.37650291527124957,31,382,-0.0499,-0.1325,0.896054694164599
BRD:BRD-K05434375-001-06-5,,BRD-K05434375,0.1544,0.34451045315735307,32,407,0.3393,0.3352,0.8822712818122231
BRD:BRD-K35952844-236-01-6,,BRD-K35952844,0.1545,0.22603263685139804,31,401,0.1331,0.0065,0.8414263181036145
BRD:BRD-K44665581-001-01-8,,BRD-K44665581,0.1546,0.42368851931739004,32,408,0.2955,0.0914,0.909141631411559
BRD:BRD-K73440166-001-01-3,,BRD-K73440166,0.1547,0.4096604095261598,32,411,-0.0358,-0.1132,0.9011210084668791
BRD:BRD-K23204545-001-16-4,,BRD-K23204545,0.1548,0.28661909435301136,31,406,0.0909,0.0558,0.8589394139112967
BRD:BRD-K23163214-050-15-1,,BRD-K23163214,0.1548,0.39686286077936017,32,408,-0.0441,-0.0819,0.9011210084668791
BRD:BRD-K68408467-065-01-8,,BRD-K68408467,0.1549,0.3096690915435129,32,408,-0.331,-0.5056,0.8722780971057753
BRD:BRD-A65597028-003-07-3,,BRD-A65597028,0.1549,0.3544558678862893,31,404,0.0755,0.0842,0.8854876169786257
BRD:BRD-K09485525-001-03-9,GANT-61,BRD-K09485525,0.155,0.1707937301035423,38,571,-0.0569,-0.0859,0.806786776426494
BRD:BRD-A91008255-003-24-8,,BRD-A91008255,0.155,0.401153041613902,32,407,0.4156,0.2917,0.9011210084668791
BRD:BRD-K31139048-001-03-2,,BRD-K31139048,0.1551,0.4227057601779542,31,347,0.3719,0.3739,0.909141631411559
BRD:BRD-K00003121-300-01-9,GSK369796,BRD-K00003121,0.1552,0.3416656906161911,38,573,-0.3788,-0.3865,0.8817598020843549
BRD:BRD-K41564320-001-02-0,,BRD-K41564320,0.1553,0.31262743065583587,32,408,0.2099,0.132,0.8728113460514735
BRD:BRD-K50018155-003-02-1,,BRD-K50018155,0.1555,0.3475068253894128,32,408,0.0471,0.0204,0.8834037230977586
BRD:BRD-K31417912-001-01-9,,BRD-K31417912,0.1555,0.33525510855682167,31,396,0.0349,0.0184,0.8785444625382645
BRD:BRD-K82818427-001-04-8,,BRD-K82818427,0.1555,0.39172188942742503,32,408,-0.1959,-0.3399,0.9011210084668791
BRD:BRD-K85402309-389-03-2,,BRD-K85402309,0.1558,0.33794947863403374,32,409,-0.2239,-0.355,0.8791865746839422
BRD:BRD-A61850409-001-10-7,,BRD-A61850409,0.1559,0.3323517325943448,32,408,0.1064,0.0106,0.8772402897570294
BRD:BRD-K82343404-003-02-4,,BRD-K82343404,0.1561,0.3245387808122495,31,399,0.2708,0.1779,0.8765387118994329
BRD:BRD-K47492008-001-02-7,,BRD-K47492008,0.1562,0.34453481522151996,31,396,0.0713,0.005,0.8822712818122231
BRD:BRD-A36217750-001-16-3,,BRD-A36217750,0.1564,0.3980152913139648,32,407,0.3399,0.2481,0.9011210084668791
BRD:BRD-K72384124-001-08-0,,BRD-K72384124,0.1566,0.383385440281775,32,408,-0.157,-0.1908,0.8993646040197221
BRD:BRD-K69172251-001-08-9,,BRD-K69172251,0.1567,0.4279258695127161,27,387,0.0975,0.0105,0.909141631411559
BRD:BRD-K94830213-001-01-3,,BRD-K94830213,0.1568,0.2962242242250622,31,395,0.1681,0.1053,0.8606755868855499
BRD:BRD-K23106423-001-01-0,,BRD-K23106423,0.1569,0.42645076758107686,31,345,0.3364,0.3371,0.909141631411559
BRD:BRD-K98763141-001-30-8,,BRD-K98763141,0.1569,0.32043390921486725,32,406,0.1971,0.0963,0.8748477054961594
BRD:BRD-K00004611-001-01-9,olumacostat-glasaretil,BRD-K00004611,0.1571,0.27258639286078984,38,571,0.0943,0.0472,0.8589394139112967
BRD:BRD-A56152450-001-02-0,,BRD-A56152450,0.1571,0.45434707518830075,27,387,-0.0782,-0.1042,0.9170296243582624
BRD:BRD-K23248433-001-01-8,,BRD-K23248433,0.1573,0.22505545849304967,32,410,-0.0355,-0.0832,0.8403868749919515
BRD:BRD-A94993966-001-05-1,,BRD-A94993966,0.1574,0.3234489519868119,32,393,0.0245,-0.101,0.8761385169650383
BRD:BRD-K00003318-300-01-9,decloxizine,BRD-K00003318,0.1574,0.16768572327234274,38,573,0.0064,-0.0169,0.806786776426494
BRD:BRD-A41304429-001-14-8,,BRD-A41304429,0.1574,0.2944455949985853,32,407,-0.0231,-0.0932,0.8606755868855499
BRD:BRD-K73391359-003-10-2,,BRD-K73391359,0.1575,0.3372157285046382,31,408,0.2069,0.2237,0.8791232913904845
BRD:BRD-A70814879-001-01-2,,BRD-A70814879,0.1575,0.33358386276180413,31,347,0.0901,0.0566,0.8772402897570294
BRD:BRD-A47494775-003-11-3,,BRD-A47494775,0.1576,0.3734864853822535,31,408,0.317,0.2478,0.896054694164599
BRD:BRD-K78342372-001-02-4,,BRD-K78342372,0.1576,0.44382409698516045,31,408,-0.1301,-0.2884,0.9148840733716177
BRD:BRD-K96137854-001-17-1,,BRD-K96137854,0.1576,0.4023822862741184,32,407,0.2743,0.2603,0.9011210084668791
BRD:BRD-M02075109-001-01-1,,BRD-M02075109,0.1577,0.23068621339336465,31,408,-0.2954,-0.4843,0.8433692361299897
BRD:BRD-K85046107-003-01-2,,BRD-K85046107,0.1577,0.3142195580561629,32,409,0.1576,0.105,0.8745234579051835
BRD:BRD-M54096567-001-01-9,,BRD-M54096567,0.1577,0.3081360544508817,27,387,0.1431,0.1571,0.8722746888138837
BRD:BRD-K73383190-001-02-3,,BRD-K73383190,0.1578,0.38881707152087425,27,387,-0.1367,-0.1823,0.9007050736093529
BRD:BRD-A01636364-003-15-1,,BRD-A01636364,0.1579,0.38692910141616144,32,407,0.2279,0.1589,0.8994346451953907
BRD:BRD-A89207210-001-01-6,,BRD-A89207210,0.1581,0.3400201442909181,31,395,0.0088,-0.0229,0.881352356055775
BRD:BRD-A17428743-003-09-0,,BRD-A17428743,0.1582,0.39777718327591927,32,407,0.2775,0.1965,0.9011210084668791
BRD:BRD-K62456038-003-07-1,,BRD-K62456038,0.1582,0.28639889983547917,31,404,0.24,0.2016,0.8589394139112967
BRD:BRD-K01826017-001-02-9,TEPP-46,BRD-K01826017,0.1582,0.275998785782076,38,573,0.0734,0.0399,0.8589394139112967
BRD:BRD-A74975734-004-09-9,,BRD-A74975734,0.1582,0.28121178268776564,31,395,-0.0607,-0.0804,0.8589394139112967
BRD:BRD-K00003483-003-01-9,GSK656,BRD-K00003483,0.1583,0.27643542473955796,38,571,0.2622,0.1537,0.8589394139112967
BRD:BRD-K00003220-001-01-9,acumapimod,BRD-K00003220,0.1583,0.3750924507060637,38,573,0.184,0.0832,0.896054694164599
BRD:BRD-K00003527-001-01-9,sofosbuvir-impurity-m,BRD-K00003527,0.1584,0.22712491083426195,38,574,0.0074,-0.0476,0.842115819109774
BRD:BRD-K64990520-001-08-4,,BRD-K64990520,0.1587,0.3432423285899807,31,405,0.1809,0.1177,0.8822712818122231
BRD:BRD-K00074122-001-02-9,TAS-116,BRD-K00074122,0.1588,0.3150379634772141,38,561,-3.7883,-4.2081,0.8746148967267653
BRD:BRD-K00075060-001-02-9,Rupintrivir,BRD-K00075060,0.1589,0.24156728424583818,38,561,0.2335,0.1897,0.8512216033189149
BRD:BRD-K43316319-001-01-8,,BRD-K43316319,0.1589,0.2875566401022216,31,396,0.0437,0.0355,0.8589394139112967
BRD:BRD-K65170927-001-01-6,,BRD-K65170927,0.159,0.22999320188272787,31,401,-0.0689,-0.0914,0.8433692361299897
BRD:BRD-K94720315-001-10-4,,BRD-K94720315,0.1592,0.39933567047249796,32,407,0.1218,0.0328,0.9011210084668791
BRD:BRD-A56987319-001-12-9,,BRD-A56987319,0.1594,0.33567620790646513,32,409,-0.1451,-0.1418,0.8785444625382645
BRD:BRD-K14276241-001-01-2,,BRD-K14276241,0.1596,0.27431256105716645,31,395,-0.2112,-0.2642,0.8589394139112967
BRD:BRD-K00003123-001-01-9,resmetirom,BRD-K00003123,0.1596,0.17565557598632647,38,574,0.1414,0.0589,0.806786776426494
BRD:BRD-K67068943-001-01-0,,BRD-K67068943,0.1598,0.3853916317443411,32,405,0.1988,0.2136,0.8993646040197221
BRD:BRD-K51677086-001-12-0,,BRD-K51677086,0.1598,0.38600877450929805,32,393,-0.0921,-0.1393,0.8993646040197221
BRD:BRD-K00003260-001-01-9,glecaprevir,BRD-K00003260,0.16,0.27191393125486213,38,574,0.0918,0.0344,0.8589394139112967
BRD:BRD-K52284881-236-02-4,,BRD-K52284881,0.16,0.4274271115469023,32,408,0.0241,0.0041,0.909141631411559
BRD:BRD-K59037100-001-14-7,,BRD-K59037100,0.1601,0.4473349746461725,32,410,-0.082,-0.1024,0.9165372594591162
BRD:BRD-K45462423-001-03-7,,BRD-K45462423,0.1601,0.415437169430947,31,408,0.1196,0.1435,0.9028906657693033
BRD:BRD-K39371216-001-01-3,,BRD-K39371216,0.1603,0.32788864351394503,32,407,0.2799,0.286,0.8772402897570294
BRD:BRD-K30968378-001-01-9,,BRD-K30968378,0.1603,0.3504832229903221,31,395,-0.0864,-0.1551,0.8840448704128864
BRD:BRD-K53517854-051-01-4,,BRD-K53517854,0.1604,0.3881116887221336,32,407,0.0355,-0.0096,0.9007050736093529
BRD:BRD-K67277431-002-10-5,,BRD-K67277431,0.1606,0.2798437661632987,31,403,-0.0338,-0.0974,0.8589394139112967
BRD:BRD-K89839824-001-05-3,,BRD-K89839824,0.1606,0.3156094353841557,31,406,0.0193,-0.1179,0.8746148967267653
BRD:BRD-K07409305-001-01-1,,BRD-K07409305,0.1608,0.2553526205574374,31,395,-0.1126,-0.1954,0.8532267391384516
BRD:BRD-K71926323-001-14-6,,BRD-K71926323,0.1609,0.3377956800055632,32,392,-0.1182,-0.1386,0.8791232913904845
BRD:BRD-K46384212-001-02-9,,BRD-K46384212,0.1609,0.43730989514648283,31,405,-0.0436,-0.1311,0.9122378457894372
BRD:BRD-A67514145-003-05-8,,BRD-A67514145,0.161,0.3250551384050861,31,401,0.1562,0.0802,0.8767417226968366
BRD:BRD-A40546373-001-01-8,,BRD-A40546373,0.1611,0.3237972294355221,31,396,0.0054,-0.0074,0.8761385169650383
BRD:BRD-K00073070-001-02-9,SAR-260301,BRD-K00073070,0.1613,0.3402129320920299,38,561,-0.1364,-0.1878,0.8813604764993831
BRD:BRD-K79116891-003-15-1,,BRD-K79116891,0.1613,0.41071809394049646,32,407,0.2287,0.1775,0.9011210084668791
BRD:BRD-K20093108-001-02-3,,BRD-K20093108,0.1614,0.36186614477680373,31,396,-0.0774,-0.0735,0.891339366052033
BRD:BRD-K00003343-001-01-9,VLX1570,BRD-K00003343,0.1618,0.3537024096578273,38,574,-10.8813,-10.763,0.8847430316592501
