gene,cohens_d,p_value,n_lost,n_intact,median_resid_lost,median_resid_intact,fdr,composite_score,uncorr_cohens_d,uncorr_pvalue,uncorr_fdr,uncorr_composite,was_significant,is_significant,lineage_artifact,fdr_change,rank_change
DNPEP,0.0653,0.6056549101175981,67,585,-0.0028,-0.001,0.9988716805228369,0.0,-0.0379,0.8511778899523161,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,5844
DENND6B,0.0654,0.7274443974845973,67,585,0.0111,0.0,0.9988716805228369,0.0,0.0821,0.6902526257050352,0.987900326088462,0.0004,False,False,False,0.010971354434374914,-517
RHCE,0.0654,0.47089743801448725,67,585,-0.0,-0.0022,0.9988716805228369,0.0,0.0688,0.46167980153317,0.975993930828964,0.0007,False,False,False,0.022877749693872906,96
TARBP2,0.0654,0.4120420671230578,67,585,-0.0047,-0.0002,0.9988716805228369,0.0,0.2163,0.0449751926961741,0.7673170125928624,0.0249,False,False,False,0.23155466792997448,-4186
GJD3,0.0654,0.5144902003974146,67,585,0.0116,-0.0045,0.9988716805228369,0.0,0.0484,0.6147703871148045,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,1127
SIK2,0.0654,0.5070088470773788,67,585,0.0143,0.0,0.9988716805228369,0.0,0.0464,0.4866263556355937,0.9773106863644524,0.0005,False,False,False,0.021560994158384528,1245
CFAP210,0.0654,0.9029926608413165,67,585,0.0,0.0054,0.9988716805228369,0.0,0.0995,0.7362023497440975,0.988903223701504,0.0005,False,False,False,0.00996845682133296,-1205
S100A11,0.0654,0.5122838610062307,67,585,-0.0047,0.007,0.9988716805228369,0.0,0.0555,0.5568696626365489,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,768
COX7B2,0.0654,0.6351311415295318,67,585,-0.0103,-0.0022,0.9988716805228369,0.0,0.1753,0.6473843210784793,0.9851360850459384,0.0011,False,False,False,0.01373559547689851,-3493
DHRS2,0.0655,0.4675338635832925,67,585,0.0128,-0.0003,0.9988716805228369,0.0,0.0495,0.4943797020973227,0.9773106863644524,0.0005,False,False,False,0.021560994158384528,1074
ZNF596,0.0655,0.5628618054269201,67,585,0.034,0.0038,0.9988716805228369,0.0,-0.0011,0.8484947400723939,0.9949424194863864,0.0,False,False,False,0.0039292610364505265,3831
ZNHIT6,0.0655,0.4286250270669135,67,585,0.0351,0.0064,0.9988716805228369,0.0,0.0737,0.4004335600231556,0.9621029297568277,0.0012,False,False,False,0.03676875076600927,-122
SNAP23,0.0655,0.33982442912968835,67,585,0.2322,0.0941,0.9988716805228369,0.0,0.2301,0.020274370053221,0.6967120484934631,0.0361,False,False,False,0.3021596320293738,-4344
TNFAIP8L2,0.0655,0.5522815435492285,67,585,0.0172,0.0126,0.9988716805228369,0.0,0.0392,0.6646999160764896,0.9851360850459384,0.0003,False,False,False,0.01373559547689851,1630
PPP1R15B,0.0655,0.4472251875102009,67,585,0.0793,0.0309,0.9988716805228369,0.0,0.0409,0.4696345543384925,0.9773106863644524,0.0004,False,False,False,0.021560994158384528,1547
ZCRB1,0.0655,0.5078860297682778,67,585,0.0129,-0.0112,0.9988716805228369,0.0,0.0712,0.5140485559037511,0.9793104017325636,0.0006,False,False,False,0.019561278790273362,-10
TOX2,0.0656,0.5127247338129433,67,585,0.0155,0.0,0.9988716805228369,0.0,0.0682,0.4633482067492318,0.9765275852398302,0.0007,False,False,False,0.022344095283006737,140
WDR81,0.0656,0.5847815703153654,67,585,0.0295,0.0051,0.9988716805228369,0.0,0.0496,0.8058233566631133,0.9935679037459302,0.0001,False,False,False,0.005303776776906743,1074
CLK1,0.0656,0.5890238249448707,67,585,0.0013,-0.0,0.9988716805228369,0.0,0.0392,0.8206995748564794,0.9943890855295312,0.0001,False,False,False,0.004482594993305722,1635
NEU3,0.0656,0.6942940434696803,67,585,0.0119,0.0048,0.9988716805228369,0.0,-0.0129,0.7008799123536855,0.9886201045012536,0.0001,False,False,False,0.01025157602158333,4467
EXOC8,0.0657,0.5712096550775194,67,585,-0.0001,0.0207,0.9988716805228369,0.0,-0.0852,0.49178793586742,0.9773106863644524,0.0008,False,False,False,0.021560994158384528,8159
TLR9,0.0657,0.7658122229143812,67,585,0.0001,0.0009,0.9988716805228369,0.0,0.0777,0.6676866824536635,0.9851360850459384,0.0005,False,False,False,0.01373559547689851,-298
CORO2A,0.0657,0.6542883330397056,67,585,0.0106,-0.0015,0.9988716805228369,0.0,0.0758,0.5885517787379144,0.9823944221865752,0.0006,False,False,False,0.01647725833626168,-209
MUC4,0.0657,0.5899684734688064,67,585,0.0028,-0.0026,0.9988716805228369,0.0,-0.0329,0.7110558898070158,0.988827606648798,0.0002,False,False,False,0.010044073874038939,5611
STIL,0.0657,0.5381774557796464,67,585,0.0011,-0.0301,0.9988716805228369,0.0,0.0854,0.3274997354519701,0.942520063980189,0.0022,False,False,False,0.056351616542647975,-634
CATSPER1,0.0657,0.8164423815803367,67,585,0.0166,0.0004,0.9988716805228369,0.0,0.1115,0.5847815865733965,0.9823944221865752,0.0009,False,False,False,0.01647725833626168,-1676
ARID3A,0.0658,0.6627116743881984,67,585,0.0055,0.0109,0.9988716805228369,0.0,0.0577,0.6661926375968481,0.9851360850459384,0.0004,False,False,False,0.01373559547689851,678
B3GALT1,0.0658,0.4909256182804905,67,585,0.0193,0.0058,0.9988716805228369,0.0,-0.0052,0.9590429034298604,0.9975894567911704,0.0,False,False,False,0.001282223731666532,4055
QARS1,0.0658,0.5087640082167947,67,585,0.055,0.0,0.9988716805228369,0.0,-0.0298,0.9350580455091154,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,5424
FAM135B,0.0658,0.42068045097392737,67,585,0.0236,0.0112,0.9988716805228369,0.0,0.1287,0.1730052551510281,0.8943774342954771,0.0062,False,False,False,0.10449424622735981,-2246
KBTBD2,0.0658,0.23835703492450033,67,585,0.0349,0.0172,0.9988716805228369,0.0,-0.0708,0.8624655914595685,0.9951664807975446,0.0001,False,False,False,0.003705199725292374,7525
USP5,0.0658,0.6459087854454999,67,585,0.0163,-0.0013,0.9988716805228369,0.0,0.0579,0.5800847011002557,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,661
IL4I1,0.0658,0.42464188116777857,67,585,0.0259,-0.0032,0.9988716805228369,0.0,0.0609,0.4302243704731882,0.9677910102825864,0.0009,False,False,False,0.03108067024025052,501
MMRN1,0.0658,0.6632085093309187,67,585,0.0015,-0.0044,0.9988716805228369,0.0,0.039,0.7626783839724598,0.9919189165888284,0.0001,False,False,False,0.006952763934008566,1661
FLYWCH2,0.0658,0.3161295649455256,67,585,0.0148,-0.0036,0.9988716805228369,0.0,0.0461,0.3697216165532866,0.9538817707074796,0.0009,False,False,False,0.04498990981535733,1285
OR2L5,0.0659,0.43019627051140863,61,570,0.0151,0.0107,0.9988716805228369,0.0,0.0503,0.4432679029355656,0.9700330758776188,0.0007,False,False,False,0.028838604645218147,1064
FIBCD1,0.0659,0.7595484104944041,67,585,0.0063,-0.0008,0.9988716805228369,0.0,0.0628,0.7590271411352463,0.9914128545815925,0.0002,False,False,False,0.0074588259412444735,414
CWF19L1,0.0659,0.7841679294626875,67,585,0.0464,0.028,0.9988716805228369,0.0,0.0405,0.8037037728051332,0.9935679037459302,0.0001,False,False,False,0.005303776776906743,1592
SUB1,0.0659,0.8576244197021957,67,585,0.0231,0.0245,0.9988716805228369,0.0,0.1178,0.5332166045353223,0.9796454175630602,0.0011,False,False,False,0.019226262959776697,-1889
COX17,0.066,0.09988657296529503,67,585,0.0863,-0.0003,0.9988716805228369,0.0,0.0919,0.0598855649709195,0.8020157274075624,0.0088,False,False,False,0.19685595311527448,-878
ENOSF1,0.066,0.6287984954496157,67,585,-0.0103,-0.0018,0.9988716805228369,0.0,0.0015,0.9187371367446816,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,3720
LYZL4,0.066,0.9040773345797901,67,585,-0.009,0.0,0.9988716805228369,0.0,0.0332,0.7044355145615002,0.9886201045012536,0.0002,False,False,False,0.01025157602158333,1960
EGLN1,0.066,0.47131882175092776,67,585,0.0726,0.0413,0.9988716805228369,0.0,0.0437,0.427826683897429,0.9676768812179056,0.0006,False,False,False,0.031194799304931298,1424
EFCAB2,0.066,0.3595791055722277,67,585,0.0366,0.0,0.9988716805228369,0.0,-0.0638,0.7611129136024332,0.991568324134546,0.0002,False,False,False,0.007303356388290938,7184
REV1,0.066,0.6444346559874268,67,585,0.0043,0.0051,0.9988716805228369,0.0,0.1108,0.4163480586650298,0.9656114473409808,0.0017,False,False,False,0.033260233181856114,-1635
GABRQ,0.066,0.28236375154468574,67,585,0.0087,0.0019,0.9988716805228369,0.0,0.0174,0.5504515297498394,0.9823944221865752,0.0001,False,False,False,0.01647725833626168,2898
IP6K2,0.066,0.5577894897561533,67,585,0.0067,0.004,0.9988716805228369,0.0,0.0284,0.9133040906776492,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,2230
LTB4R2,0.066,0.4447733569844091,67,585,0.0311,0.0,0.9988716805228369,0.0,0.1392,0.1398699099960799,0.8886425029895908,0.0071,False,False,False,0.11022917753324613,-2547
WDR31,0.0661,0.32446444677372466,67,585,0.014,0.0018,0.9988716805228369,0.0,0.0195,0.6051768450630044,0.9823944221865752,0.0002,False,False,False,0.01647725833626168,2776
CYTH4,0.0661,0.3875175855180917,67,585,0.0134,0.0065,0.9988716805228369,0.0,0.0587,0.3367157386752741,0.942520063980189,0.0015,False,False,False,0.056351616542647975,638
DNAH12,0.0661,0.5323171011547925,67,585,0.008,-0.0033,0.9988716805228369,0.0,0.0705,0.4587681813958978,0.9748959777921122,0.0008,False,False,False,0.02397570273072469,59
RPS4X,0.0661,0.46334818738915173,67,585,-0.1101,-0.1553,0.9988716805228369,0.0,0.0053,0.9383257272169192,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,3528
TNNC2,0.0661,0.9694127530091555,67,585,-0.02,-0.0069,0.9994885455847995,0.0,0.0619,0.9459542632246736,0.9975610407095122,0.0001,False,False,False,0.001927504875287256,474
ZNF862,0.0661,0.6346430582913207,67,585,0.0066,0.0019,0.9988716805228369,0.0,0.0733,0.7248752454519312,0.988903223701504,0.0004,False,False,False,0.00996845682133296,-69
CD200R1,0.0662,0.6365963422041196,67,585,0.0055,0.0021,0.9988716805228369,0.0,0.1143,0.366442309525408,0.9538817707074796,0.0023,False,False,False,0.04498990981535733,-1743
STAB2,0.0662,0.4015854708115958,67,585,0.0225,-0.0043,0.9988716805228369,0.0,0.015,0.775236609173864,0.9919488452605149,0.0001,False,False,False,0.006922835262322069,3024
RAB42,0.0662,0.5633240264261286,67,585,0.0225,0.0031,0.9988716805228369,0.0,0.0426,0.7595484205837539,0.991515923812412,0.0002,False,False,False,0.007355756710424877,1503
NEGR1,0.0662,0.9715965977297478,67,585,-0.0098,-0.0007,0.9994885455847995,0.0,0.0704,0.984703566427324,0.9984573427736004,0.0,False,False,False,0.0010312028111990612,71
COX20,0.0662,0.5994531059197169,67,585,-0.0018,-0.0018,0.9988716805228369,0.0,0.0305,0.8597754051609815,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,2134
SNX21,0.0662,0.8383150205680334,67,585,-0.0269,0.0044,0.9988716805228369,0.0,0.0033,0.4521518543520922,0.9738036437432976,0.0,False,False,False,0.025068036779539282,3630
PLAAT3,0.0663,0.8137843799990487,67,585,-0.01,-0.0019,0.9988716805228369,0.0,0.0952,0.6234613406894979,0.9836590673034216,0.0007,False,False,False,0.01521261321941536,-985
NACA,0.0663,0.21750230608657117,67,585,0.1025,-0.0102,0.9988716805228369,0.0,0.0932,0.1734374851675101,0.8943774342954771,0.0045,False,False,False,0.10449424622735981,-912
H3C10,0.0663,0.5386295896921214,67,585,0.0112,0.0,0.9988716805228369,0.0,0.1264,0.3079365074220533,0.9403285958080448,0.0034,False,False,False,0.05854308471479208,-2128
TMED4,0.0663,0.7794359546396478,67,585,-0.0048,-0.0018,0.9988716805228369,0.0,0.1082,0.571675163406912,0.9823944221865752,0.0008,False,False,False,0.01647725833626168,-1500
BRSK1,0.0663,0.338440514814642,67,585,0.0023,-0.0029,0.9988716805228369,0.0,0.0543,0.4974126371566102,0.9773106863644524,0.0005,False,False,False,0.021560994158384528,903
LBHD1,0.0663,0.7003724891325607,67,585,-0.0051,-0.0042,0.9988716805228369,0.0,0.0781,0.6109249332939826,0.9823944221865752,0.0006,False,False,False,0.01647725833626168,-276
TMEM204,0.0664,0.7699966488480461,67,585,0.0104,0.0011,0.9988716805228369,0.0,0.0334,0.9732346230930488,0.9983658360500032,0.0,False,False,False,0.0005058444728337497,1971
COL9A1,0.0665,0.8297634954757908,67,585,0.0147,0.0078,0.9988716805228369,0.0,0.0362,0.8705456039361705,0.9951664807975446,0.0001,False,False,False,0.003705199725292374,1841
C21orf140,0.0665,0.9437741425524321,67,585,-0.0017,0.0062,0.9988716805228369,0.0,0.1047,0.6681849905933134,0.9851360850459384,0.0007,False,False,False,0.01373559547689851,-1345
TMPRSS11B,0.0665,0.677680406059535,67,585,-0.0021,-0.0055,0.9988716805228369,0.0,0.1603,0.2838993619934427,0.9354612676893624,0.0046,False,False,False,0.06341041283347448,-3100
OR10G8,0.0665,0.45522398505267214,61,570,0.011,-0.0057,0.9988716805228369,0.0,0.0158,0.7672610243628873,0.9919488452605149,0.0001,False,False,False,0.006922835262322069,3003
CNBP,0.0666,0.3657160248245098,67,585,0.0245,-0.0057,0.9988716805228369,0.0,0.0541,0.4431430915997612,0.9700330758776188,0.0007,False,False,False,0.028838604645218147,923
FNDC1,0.0666,0.8021150223271794,67,585,0.0043,0.0011,0.9988716805228369,0.0,-0.0195,0.6947998493887253,0.9884311331492306,0.0001,False,False,False,0.010440547373606335,4890
PLD5,0.0666,0.9808801160620194,67,585,-0.0112,-0.0011,0.9996544161134269,0.0,0.0972,0.6947998493887253,0.9884311331492306,0.0005,False,False,False,0.01122328296419628,-1053
RFPL1,0.0666,0.5975506612870759,67,585,0.0107,0.0,0.9988716805228369,0.0,0.0429,0.7846942100163119,0.9928275387949824,0.0001,False,False,False,0.006044141727854502,1501
DBF4,0.0666,0.46921398388544444,67,585,0.0718,0.0399,0.9988716805228369,0.0,0.0648,0.5078860481388654,0.978185255550805,0.0006,False,False,False,0.02068642497203188,356
ITGB3BP,0.0666,0.9062472171280227,67,585,0.0016,-0.0092,0.9988716805228369,0.0,0.0763,0.6607258338959963,0.9851360850459384,0.0005,False,False,False,0.01373559547689851,-182
RCC2,0.0666,0.4583530580394347,67,585,0.0107,-0.0018,0.9988716805228369,0.0,0.0359,0.6385521699035883,0.9847664022139194,0.0002,False,False,False,0.014105278308917502,1863
GKAP1,0.0666,0.6454172540566939,67,585,0.015,0.0067,0.9988716805228369,0.0,0.135,0.3018045763079178,0.9393476063473823,0.0037,False,False,False,0.05952407417545458,-2371
CFAP161,0.0666,0.6627116743881984,67,585,0.0123,0.0078,0.9988716805228369,0.0,0.0114,0.9084178036784007,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,3225
XAGE5,0.0667,0.6205584306105165,67,585,0.0104,0.007,0.9988716805228369,0.0,0.0792,0.4987154933021855,0.9773106863644524,0.0008,False,False,False,0.021560994158384528,-301
HYPK,0.0667,0.4849123390692843,67,585,0.0344,-0.0033,0.9988716805228369,0.0,0.0805,0.3471494124910265,0.9474917726075524,0.0019,False,False,False,0.05137990791528457,-363
PALM,0.0667,0.44355032263931304,67,585,0.0022,0.0013,0.9988716805228369,0.0,0.0374,0.6646999160764896,0.9851360850459384,0.0002,False,False,False,0.01373559547689851,1797
CDK4,0.0667,0.615251801746549,67,585,0.1363,0.1095,0.9988716805228369,0.0,0.0766,0.8367101291169629,0.9944547156000132,0.0002,False,False,False,0.0044169649228237295,-191
EFCAB14,0.0667,0.7720913841825937,67,585,-0.0031,0.0062,0.9988716805228369,0.0,0.0598,0.6493538396232792,0.9851360850459384,0.0004,False,False,False,0.01373559547689851,610
RAPSN,0.0667,0.8037037644800333,67,585,-0.0098,-0.0055,0.9988716805228369,0.0,0.1263,0.5206941457136489,0.9793104017325636,0.0011,False,False,False,0.019561278790273362,-2105
CNOT4,0.0668,0.40005000426371295,67,585,0.0331,0.0109,0.9988716805228369,0.0,0.0389,0.6023119200824043,0.9823944221865752,0.0003,False,False,False,0.01647725833626168,1723
PCDH8,0.0668,0.4366561886558358,67,585,0.0143,0.0044,0.9988716805228369,0.0,0.0701,0.3577865333296287,0.9507217440921122,0.0015,False,False,False,0.04814993643072474,114
SLC30A3,0.0668,0.3871415899804751,67,585,0.0137,0.003,0.9988716805228369,0.0,0.0552,0.4238478757810697,0.9658317839680748,0.0008,False,False,False,0.03303989655476214,868
SRD5A3,0.0669,0.8345713154404947,67,585,0.0384,0.0328,0.9988716805228369,0.0,-0.0535,0.328854640349783,0.942520063980189,0.0014,False,False,False,0.056351616542647975,6715
PRR7,0.0669,0.7424051954829393,67,585,0.0192,0.0049,0.9988716805228369,0.0,-0.0003,0.7192340134740528,0.988903223701504,0.0,False,False,False,0.00996845682133296,3868
NR2F2,0.0669,0.6821962917429529,67,585,0.0301,0.0039,0.9988716805228369,0.0,0.0841,0.6085269537621574,0.9823944221865752,0.0006,False,False,False,0.01647725833626168,-513
CSTPP1,0.0669,1.0,67,585,0.0069,0.0027,1.0,-0.0,0.1273,0.6210418529689437,0.9833025576676492,0.0009,False,False,False,0.01669744233235082,-2132
OR2T35,0.0669,0.6132144241013582,61,552,0.0198,0.0101,0.9988716805228369,0.0,0.0721,0.6732539242420525,0.9865870096025348,0.0004,False,False,False,0.012284670920302165,24
API5,0.067,0.8238959337859115,67,585,0.0193,0.007,0.9988716805228369,0.0,0.1718,0.2796139253605296,0.9354612676893624,0.005,False,False,False,0.06341041283347448,-3331
PPP6R2,0.067,0.46334818738915173,67,585,0.0244,0.0054,0.9988716805228369,0.0,0.0776,0.4108723312979001,0.9651016409936232,0.0012,False,False,False,0.03377003952921376,-220
PARD6B,0.0671,0.4023545286528871,67,585,0.0527,0.0317,0.9988716805228369,0.0,0.1236,0.607568937126014,0.9823944221865752,0.001,False,False,False,0.01647725833626168,-2014
ZNF121,0.0671,0.7305314403219011,67,585,-0.0054,0.004,0.9988716805228369,0.0,0.0713,0.6478764700001396,0.9851360850459384,0.0005,False,False,False,0.01373559547689851,69
BUB3,0.0671,0.561476241527813,67,585,-0.0884,-0.0872,0.9988716805228369,0.0,0.168,0.1697891669365284,0.8943774342954771,0.0081,False,False,False,0.10449424622735981,-3257
SHARPIN,0.0671,0.5744718780796824,67,585,0.0283,0.0016,0.9988716805228369,0.0,0.0433,0.6681849905933134,0.9851360850459384,0.0003,False,False,False,0.01373559547689851,1501
PGF,0.0672,0.7212836087574959,67,585,-0.0067,-0.0021,0.9988716805228369,0.0,0.1056,0.564249033975365,0.9823944221865752,0.0008,False,False,False,0.01647725833626168,-1334
CALB2,0.0672,0.994536695779174,67,585,-0.0026,0.0002,0.9996544161134269,0.0,0.0291,0.8597754051609815,0.9949424194863864,0.0001,False,False,False,0.004711996627040471,2253
GMIP,0.0672,0.5052568726540183,67,585,0.0084,0.0,0.9988716805228369,0.0,0.0681,0.5810226623062218,0.9823944221865752,0.0005,False,False,False,0.01647725833626168,232
ELAVL1,0.0672,0.7243617717512483,67,585,0.0087,0.0143,0.9988716805228369,0.0,0.0051,0.9748727601260728,0.9983658360500032,0.0,False,False,False,0.0005058444728337497,3596
CDC42BPA,0.0672,0.4978467024316623,67,585,0.012,0.0034,0.9988716805228369,0.0,0.0769,0.4435503423746917,0.9700330758776188,0.001,False,False,False,0.028838604645218147,-183
OR1N2,0.0672,0.763313595177519,61,570,0.0042,-0.0021,0.9988716805228369,0.0,0.0628,0.7291850642578952,0.988903223701504,0.0003,False,False,False,0.00996845682133296,480
SLC39A13,0.0673,0.5796159704046648,67,585,0.0075,0.0006,0.9988716805228369,0.0,0.0726,0.5238104984766099,0.9793628981094148,0.0007,False,False,False,0.019508782413422132,13
CXorf65,0.0673,0.5413463869884315,67,585,0.0053,0.0004,0.9988716805228369,0.0,0.0231,0.8409913500604349,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,2608
DLX5,0.0673,0.7130973366609896,67,585,0.0108,0.0041,0.9988716805228369,0.0,0.0619,0.8260284796604047,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,532
IHH,0.0673,0.7899622931183634,67,585,-0.0035,-0.0015,0.9988716805228369,0.0,0.0519,0.8052933262830182,0.9935679037459302,0.0001,False,False,False,0.005303776776906743,1067
PIK3C3,0.0673,0.5744718780796824,67,585,0.0721,0.0068,0.9988716805228369,0.0,0.0974,0.4900641512851388,0.9773106863644524,0.001,False,False,False,0.021560994158384528,-1027
SHROOM2,0.0673,0.9296143637957357,67,585,-0.0091,0.0093,0.9988716805228369,0.0,0.011,0.7920722443914354,0.993302184314158,0.0,False,False,False,0.00556949620867897,3278
B3GALT4,0.0674,0.7018951220561752,67,585,0.0017,-0.0026,0.9988716805228369,0.0,0.0828,0.8377799862725893,0.9944547156000132,0.0002,False,False,False,0.0044169649228237295,-430
ZGPAT,0.0674,0.7146297813828976,67,585,-0.0095,0.0,0.9988716805228369,0.0,0.0639,0.6390415170385523,0.9850974417140888,0.0004,False,False,False,0.013774238808748174,445
