cancer_type,gene,cohens_d,p_value,n_mut,n_wt,fdr,n_cancer_types,category
Ovary/Fallopian Tube,PMPCB,-0.695661227308998,0.022072312781442765,15,44,0.4427054144116893,1,cancer_specific
Pancreas,ADGRA1,-0.6955436111756127,0.0038175488884792173,12,36,0.9994757549302502,3,universal
Uterus,C8G,-0.6954908191319713,0.024300563318124954,22,12,0.42263181460455723,1,cancer_specific
Ovary/Fallopian Tube,PCDH1,-0.6954318439655748,0.02645339908812638,15,44,0.45653118291549,1,cancer_specific
Lymphoid,BPIFB4,-0.6954270593522872,0.025280464633097126,6,87,0.6813085218619676,2,cancer_specific
Lung,MAMLD1,-0.6954138923991382,0.020793231576379422,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,ZGPAT,-0.695374768613819,0.021081094899852174,15,44,0.4375059174181126,1,cancer_specific
Lung,TMEM38A,-0.6952461033949847,0.008690524582038183,8,118,0.9997943488153372,1,cancer_specific
Pancreas,KCNJ13,-0.6952011521256086,0.02026372500234795,12,36,0.9994757549302502,1,cancer_specific
Bowel,PPDPFL,-0.6951655129469618,0.03201855676485885,12,51,0.4919663593407747,2,cancer_specific
Pancreas,PDE6G,-0.6951519215162345,0.0468011579332766,12,36,0.9994757549302502,3,universal
Esophagus/Stomach,CXCR5,-0.6950461055821767,0.044641501365146455,11,58,1.0,1,cancer_specific
Lymphoid,VWA2,-0.6949647527937929,0.04241731657146821,6,87,0.7199206200922758,2,cancer_specific
Esophagus/Stomach,KNG1,-0.6949636918536364,0.03111924117824546,11,58,1.0,1,cancer_specific
Pancreas,RPL27A,-0.6948502840108051,0.0494969674357421,12,36,0.9994757549302502,1,cancer_specific
Lung,RNF113A,-0.6944668711330685,0.030811391703582564,8,118,0.9997943488153372,3,universal
Bowel,PALM3,-0.6944385707721639,0.028042637718554923,12,51,0.483492823972508,1,cancer_specific
Bowel,SLURP2,-0.6942132432540694,0.029317862384556928,12,51,0.48675795409026884,1,cancer_specific
Ovary/Fallopian Tube,OXSM,-0.6939915056827342,0.028912715134421396,15,44,0.46247448267199825,1,cancer_specific
Bladder/Urinary Tract,SLC4A1,-0.6936752816575393,0.04747225796757957,8,26,1.0,2,cancer_specific
Uterus,UBIAD1,-0.693657692013496,0.02923755276043948,22,12,0.43042574593385907,1,cancer_specific
Uterus,SPACA3,-0.6934561318302793,0.02211533410025953,22,12,0.41567091797877737,2,cancer_specific
Lung,GPBP1,-0.6933876542972992,0.023330029076816028,8,118,0.9997943488153372,1,cancer_specific
Lung,NEK8,-0.6933651809989257,0.023330029076816028,8,118,0.9997943488153372,1,cancer_specific
Esophagus/Stomach,IKBKE,-0.6933346587076695,0.0429281047829613,11,58,1.0,3,universal
Bowel,EPS8,-0.6932646201553342,0.025635036412064435,12,51,0.48081782207607465,1,cancer_specific
Lung,UTP4,-0.6930948424927256,0.04918570921800461,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,NUCB1,-0.693090194359409,0.02765949214637327,15,44,0.4609315554615419,2,cancer_specific
Esophagus/Stomach,PRPF4,-0.6929947068897085,0.02036987148980442,11,58,1.0,1,cancer_specific
Lung,PPAN,-0.692951595266328,0.0220313317580816,8,118,0.9997943488153372,1,cancer_specific
Esophagus/Stomach,THEM4,-0.692824950059465,0.011323298106709715,11,58,1.0,1,cancer_specific
Uterus,ALDH1B1,-0.692653049477176,0.04173844084262795,22,12,0.4546852872109124,1,cancer_specific
Lung,IL32,-0.6926498127503425,0.02267296765410689,8,118,0.9997943488153372,1,cancer_specific
Bowel,CCDC180,-0.6926059953239979,0.023408351438163576,12,51,0.4695024045164553,2,cancer_specific
Biliary Tract,LCTL,-0.692502253920764,0.036096256684491984,4,30,0.6034249226006193,1,cancer_specific
Lymphoid,INTS12,-0.6924397589145445,0.046007411963886434,6,87,0.7241882556896287,1,cancer_specific
Bowel,ZWINT,-0.6922295257025015,0.019453883698734492,12,51,0.4601947079182166,1,cancer_specific
Uterus,PCTP,-0.692084722922826,0.018252475934497435,22,12,0.40355751662327194,2,cancer_specific
Lymphoid,HMX3,-0.6918620556622131,0.046007411963886434,6,87,0.7241882556896287,2,cancer_specific
Pancreas,DCAF6,-0.6918191314519171,0.02297744138754347,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,RSRP1,-0.6917846132125116,0.02645339908812638,15,44,0.45653118291549,1,cancer_specific
Bowel,UBD,-0.6916473501528559,0.045053901541622934,12,51,0.5266206636819892,2,cancer_specific
Lung,DNER,-0.6916304441192461,0.02761204509685728,8,118,0.9997943488153372,2,cancer_specific
Uterus,LRRC75B,-0.691542806544244,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Esophagus/Stomach,UBD,-0.6915003378242599,0.014924408727491604,11,58,1.0,2,cancer_specific
Ovary/Fallopian Tube,MRPL14,-0.6914241242916085,0.04624073758276568,15,44,0.49353730095034015,1,cancer_specific
Ovary/Fallopian Tube,FGD1,-0.6913374537496959,0.01921442963918274,15,44,0.43501759830831527,3,universal
Pancreas,MAPK6,-0.6911906899900345,0.0394440865571305,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,DENND10,-0.6910926247939266,0.02529301522130647,15,44,0.4539830389722186,2,cancer_specific
Esophagus/Stomach,S1PR2,-0.6910795913207409,0.046412232141349034,11,58,1.0,1,cancer_specific
Bladder/Urinary Tract,RMP24,-0.6910673690077638,0.038544070115096744,8,26,1.0,1,cancer_specific
Uterus,ACTBL2,-0.6910545053479336,0.020103066753689135,22,12,0.405932533739189,1,cancer_specific
Esophagus/Stomach,SRGN,-0.691032632548774,0.044641501365146455,11,58,1.0,1,cancer_specific
Lung,SOWAHD,-0.6910209527972747,0.005166901082962948,8,118,0.9997943488153372,1,cancer_specific
Esophagus/Stomach,STAT1,-0.6909288323531875,0.0429281047829613,11,58,1.0,1,cancer_specific
Pancreas,TRPM1,-0.6908259635703824,0.031180470745221525,12,36,0.9994757549302502,1,cancer_specific
Bladder/Urinary Tract,LMAN2L,-0.6906892271405836,0.0346207830667688,8,26,1.0,1,cancer_specific
Uterus,CCND1,-0.6905237909757508,0.020103066753689135,22,12,0.405932533739189,2,cancer_specific
Bowel,CLEC4D,-0.6905133176301079,0.010872836809241131,12,51,0.42848535566264334,1,cancer_specific
Ovary/Fallopian Tube,CASP4,-0.6905126378782892,0.015166305116188317,15,44,0.41017649628713837,1,cancer_specific
Bowel,SHISAL1,-0.690493136010012,0.029317862384556928,12,51,0.48675795409026884,1,cancer_specific
Esophagus/Stomach,LRRC37B,-0.6904801540584388,0.02036987148980442,11,58,1.0,1,cancer_specific
Esophagus/Stomach,MORN5,-0.6903621377938559,0.018660313576929873,11,58,1.0,1,cancer_specific
Ovary/Fallopian Tube,RPL37,-0.6903230343938324,0.015909915623432316,15,44,0.4111206909494419,2,cancer_specific
Bowel,RASL11B,-0.6902937647637237,0.012622399906878655,12,51,0.44119347510768253,2,cancer_specific
Bowel,TMEM37,-0.6902460875762988,0.020383441743148267,12,51,0.4638267689040502,2,cancer_specific
Uterus,SLC22A2,-0.6902376174934824,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Lung,SELENOP,-0.6902181654743511,0.04337038613314787,8,118,0.9997943488153372,1,cancer_specific
Bowel,ABHD12B,-0.6899897065889432,0.030642666724097056,12,51,0.48927306948333416,2,cancer_specific
Uterus,NKX2-8,-0.6898069466925838,0.014993701781933141,22,12,0.38517488059003313,2,cancer_specific
Bowel,SPN,-0.6897334500479613,0.01325864439329424,12,51,0.44520740190291946,1,cancer_specific
Ovary/Fallopian Tube,ACOX2,-0.6896670598514012,0.022072312781442765,15,44,0.4427054144116893,1,cancer_specific
Ovary/Fallopian Tube,POLR1H,-0.6893244346422643,0.030214515191639025,15,44,0.46584391393059277,1,cancer_specific
Lung,KIF7,-0.6888427313164619,0.029175680388247496,8,118,0.9997943488153372,1,cancer_specific
Pancreas,TUBA4A,-0.6888390043494148,0.02026372500234795,12,36,0.9994757549302502,1,cancer_specific
Bowel,POLG,-0.6888330917076413,0.04321207080148739,12,51,0.5231840928706755,1,cancer_specific
Lung,SAMD15,-0.6887652979595718,0.03617530142360142,8,118,0.9997943488153372,1,cancer_specific
Bowel,LCP1,-0.6887410994710176,0.019453883698734492,12,51,0.4601947079182166,1,cancer_specific
Ovary/Fallopian Tube,ATP5IF1,-0.6887114985535694,0.04081421181646036,15,44,0.4802097323365819,1,cancer_specific
Lung,HLA-DQB2,-0.6886853425871587,0.02267296765410689,8,118,0.9997943488153372,1,cancer_specific
Esophagus/Stomach,CFHR2,-0.688374251462038,0.008935295628107902,11,58,1.0,1,cancer_specific
Uterus,GASK1A,-0.688293875554164,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Ovary/Fallopian Tube,CRNN,-0.6882527467748214,0.0166853985940567,15,44,0.416693429234026,1,cancer_specific
Bowel,ZNF394,-0.688089598344093,0.041434273870659385,12,51,0.5202786868170822,2,cancer_specific
Bowel,FRMPD2,-0.6880079595753116,0.04321207080148739,12,51,0.5231840928706755,1,cancer_specific
Uterus,SAMD5,-0.6880065970762409,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Bowel,RBM27,-0.6879067673644503,0.029317862384556928,12,51,0.48675795409026884,1,cancer_specific
Lung,H1-8,-0.6878536332092728,0.03523193230140136,8,118,0.9997943488153372,1,cancer_specific
Lung,CD160,-0.687811596275663,0.02611810955231262,8,118,0.9997943488153372,1,cancer_specific
Pancreas,PDIA3,-0.687810098903716,0.04422997734477722,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,DLG5,-0.6877513604943877,0.023103825692393273,15,44,0.4478645389084365,3,universal
Ovary/Fallopian Tube,GPER1,-0.6875577184873232,0.0166853985940567,15,44,0.416693429234026,1,cancer_specific
Bowel,CNDP2,-0.6873347464687622,0.011430465262906387,12,51,0.4305875475402824,1,cancer_specific
Bowel,MS4A5,-0.6873337961324584,0.008431669255163398,12,51,0.40916442293223493,1,cancer_specific
Bowel,UPK1A,-0.6872376473940964,0.024499781795315284,12,51,0.47441208139503066,2,cancer_specific
Uterus,IFI27,-0.6870056698512185,0.045491500018284704,22,12,0.45929509393460755,1,cancer_specific
Esophagus/Stomach,SRSF6,-0.6862333317693088,0.005192675426432499,11,58,1.0,1,cancer_specific
Ovary/Fallopian Tube,ASB11,-0.6861760838489618,0.022072312781442765,15,44,0.4427054144116893,1,cancer_specific
Ovary/Fallopian Tube,OR2AE1,-0.686009320747546,0.023550759996669998,11,38,0.45252278424771464,1,cancer_specific
Uterus,CDHR1,-0.6859714890831728,0.03501424123648352,22,12,0.437214735105422,1,cancer_specific
Uterus,GCSH,-0.6859658836363598,0.026670541564250427,22,12,0.43006248272353814,2,cancer_specific
Ovary/Fallopian Tube,MICOS10,-0.6858959619068408,0.031566365545065735,15,44,0.4701133725818718,2,cancer_specific
Uterus,PON2,-0.6858297981697756,0.013565462982856378,22,12,0.37829287207713486,3,universal
Ovary/Fallopian Tube,ZBTB39,-0.6857227510692795,0.02417694647868555,15,44,0.45252278424771464,2,cancer_specific
Bowel,PVALB,-0.6856105750941656,0.004701341817493243,12,51,0.3774466836933286,2,cancer_specific
Pancreas,TLX3,-0.685487232869742,0.035105198377006396,12,36,0.9994757549302502,1,cancer_specific
Esophagus/Stomach,C19orf73,-0.6854249805009451,0.046412232141349034,11,58,1.0,1,cancer_specific
Bowel,PDCD11,-0.685368472103308,0.03344706470803097,12,51,0.49853642334139936,1,cancer_specific
Pancreas,ZNF346,-0.6853549493814133,0.037220850379772664,12,36,0.9994757549302502,1,cancer_specific
Lung,CPXM1,-0.6852716848956237,0.023330029076816028,8,118,0.9997943488153372,1,cancer_specific
Bladder/Urinary Tract,ZDHHC9,-0.685186545147864,0.03102663970948993,8,26,1.0,2,cancer_specific
Ovary/Fallopian Tube,CLINT1,-0.6851737074213649,0.03296976515172451,15,44,0.4718123375383657,2,cancer_specific
Ovary/Fallopian Tube,KRTAP19-4,-0.685007066756391,0.03296976515172451,15,44,0.4718123375383657,2,cancer_specific
Bowel,SPATA31A3,-0.6849816422508043,0.025521234389098958,9,40,0.48081782207607465,1,cancer_specific
Uterus,LRFN2,-0.6849771255586178,0.045491500018284704,22,12,0.45929509393460755,2,cancer_specific
Pancreas,VPS16,-0.6849398918373236,0.03309306539910573,12,36,0.9994757549302502,1,cancer_specific
Bowel,CRYBA1,-0.6849296287691845,0.0168838256618522,12,51,0.45457038730130905,2,cancer_specific
Ovary/Fallopian Tube,MSX2,-0.68488138476296,0.02417694647868555,15,44,0.45252278424771464,3,universal
Bowel,NDUFA4L2,-0.6848221965221386,0.028042637718554923,12,51,0.483492823972508,1,cancer_specific
Bowel,DHX30,-0.6847160295983264,0.03344706470803097,12,51,0.49853642334139936,2,cancer_specific
Ovary/Fallopian Tube,SLC25A48,-0.6845733170787912,0.02645339908812638,15,44,0.45653118291549,1,cancer_specific
Bowel,ZFP36,-0.6844743674073608,0.0168838256618522,12,51,0.45457038730130905,1,cancer_specific
Pancreas,OXLD1,-0.6843938552991143,0.012008149072060758,12,36,0.9994757549302502,1,cancer_specific
Pancreas,PRSS1,-0.6843882437100157,0.0494969674357421,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,CCR3,-0.6843477171668577,0.034426238295407155,15,44,0.4744787693120259,1,cancer_specific
Lung,OR2V1,-0.6841023361233222,0.01818341344398064,7,110,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,SLCO2B1,-0.6839994104912231,0.013115904012552785,15,44,0.40201927324629744,1,cancer_specific
Esophagus/Stomach,SHQ1,-0.6838233611328258,0.02036987148980442,11,58,1.0,1,cancer_specific
Bowel,GRM8,-0.6837901761983856,0.045053901541622934,12,51,0.5266206636819892,1,cancer_specific
Ovary/Fallopian Tube,PARD3,-0.6835724288882573,0.04081421181646036,15,44,0.4802097323365819,1,cancer_specific
Bowel,SIM1,-0.6834777631096918,0.028042637718554923,12,51,0.483492823972508,1,cancer_specific
Ovary/Fallopian Tube,DCAF8L1,-0.6833251286437906,0.04255976914784807,15,44,0.4857665312476536,1,cancer_specific
Ovary/Fallopian Tube,IGLON5,-0.6832670616589814,0.021081094899852174,15,44,0.4375059174181126,2,cancer_specific
Lung,DCAF11,-0.6832100443866637,0.01690616067988307,8,118,0.9997943488153372,2,cancer_specific
Ovary/Fallopian Tube,SHH,-0.6826681737763057,0.022072312781442765,15,44,0.4427054144116893,1,cancer_specific
Pancreas,NCBP3,-0.6825642480999443,0.0494969674357421,12,36,0.9994757549302502,1,cancer_specific
Lung,WDR5,-0.6824644090286517,0.020196224918000452,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,WDR20,-0.6823733226908334,0.00611178433374219,15,44,0.3753096057819562,2,cancer_specific
Lung,ASB3,-0.682241892432202,0.0066182973959897,8,118,0.9997943488153372,1,cancer_specific
Bowel,FCRLB,-0.6822012356435708,0.024499781795315284,12,51,0.47441208139503066,1,cancer_specific
Lung,COMTD1,-0.6821582329038127,0.02267296765410689,8,118,0.9997943488153372,1,cancer_specific
Bowel,OCA2,-0.6821224510496873,0.01770529210195176,12,51,0.4548332273353825,2,cancer_specific
Pancreas,CYP2U1,-0.6820159160978527,0.027638410208789956,12,36,0.9994757549302502,1,cancer_specific
Bladder/Urinary Tract,TIMM44,-0.6819990597876349,0.04747225796757957,8,26,1.0,1,cancer_specific
Pancreas,CNTN6,-0.6818886748826833,0.04177905374040928,12,36,0.9994757549302502,1,cancer_specific
Bowel,CSF2,-0.6817772914583913,0.022359375010337607,12,51,0.46946832940323613,3,universal
Uterus,INHBE,-0.6815513722357732,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Pancreas,HMGB4,-0.6814447167223942,0.031180470745221525,12,36,0.9994757549302502,1,cancer_specific
Bowel,LRRN4,-0.6813724358580455,0.03971881016271615,12,51,0.5198525438158127,1,cancer_specific
Uterus,GEMIN8,-0.680644593216176,0.045491500018284704,22,12,0.45929509393460755,1,cancer_specific
Bowel,CCNB1IP1,-0.6806323839539541,0.03201855676485885,12,51,0.4919663593407747,1,cancer_specific
Bowel,C1QTNF2,-0.680523915164383,0.038064001199213826,12,51,0.5124066107380654,1,cancer_specific
Pancreas,CHTF18,-0.6805228701924105,0.009785073204469958,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,ZNF581,-0.6803530712521171,0.02529301522130647,15,44,0.4539830389722186,1,cancer_specific
Bowel,SLAMF9,-0.6802596707352068,0.02135150998105874,12,51,0.4657590334189346,2,cancer_specific
Uterus,ADCK5,-0.6801924076176776,0.03501424123648352,22,12,0.437214735105422,4,universal
Uterus,OCA2,-0.6798983914583712,0.045491500018284704,22,12,0.45929509393460755,2,cancer_specific
Lung,SPOPL,-0.679822001823648,0.013227398177394994,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,KCNIP3,-0.6796662967151392,0.007537997452307862,15,44,0.3865237714951714,2,cancer_specific
Esophagus/Stomach,DORIP1,-0.6796572711287596,0.02525338634871561,11,58,1.0,2,cancer_specific
Esophagus/Stomach,CBARP,-0.6795946575003938,0.02420268232072658,11,58,1.0,2,cancer_specific
Bladder/Urinary Tract,KANSL2,-0.6795047380116611,0.038544070115096744,8,26,1.0,1,cancer_specific
Bladder/Urinary Tract,PAXBP1,-0.6794793014859077,0.04747225796757957,8,26,1.0,1,cancer_specific
Ovary/Fallopian Tube,HTT,-0.6794542398299508,0.017493875114471685,15,44,0.42105057003703594,1,cancer_specific
Bladder/Urinary Tract,C2CD5,-0.6792597525888289,0.024752090249701972,8,26,1.0,1,cancer_specific
Esophagus/Stomach,NOPCHAP1,-0.679243163466156,0.032423308186433,11,58,1.0,1,cancer_specific
Uterus,ZAR1,-0.6787694663802292,0.049525027948936186,22,12,0.4671400716214491,2,cancer_specific
Uterus,RGCC,-0.6787478665702165,0.045491500018284704,22,12,0.45929509393460755,1,cancer_specific
Bladder/Urinary Tract,RAB10,-0.6787152588253536,0.038544070115096744,8,26,1.0,1,cancer_specific
Bowel,CES5A,-0.6786262764719168,0.012013334337970432,12,51,0.4369393468846811,1,cancer_specific
Esophagus/Stomach,COL12A1,-0.6784915671878904,0.044641501365146455,11,58,1.0,1,cancer_specific
Lung,ARID2,-0.6784429706103006,0.037139153871869175,8,118,0.9997943488153372,4,universal
Ovary/Fallopian Tube,SDHB,-0.6783840596664458,0.028912715134421396,15,44,0.46247448267199825,3,universal
Uterus,ITPK1,-0.6782583604958922,0.045491500018284704,22,12,0.45929509393460755,2,cancer_specific
Uterus,LRRC46,-0.6781923320170887,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Pancreas,A3GALT2,-0.6780380767951701,0.037220850379772664,12,36,0.9994757549302502,1,cancer_specific
Pancreas,POFUT2,-0.677844782744873,0.035105198377006396,12,36,0.9994757549302502,1,cancer_specific
Uterus,CTSF,-0.6777924619841911,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Bowel,DNAJC13,-0.6774832416051028,0.036468191346417086,12,51,0.5049506865116639,1,cancer_specific
Uterus,AASDH,-0.6774581742908198,0.013565462982856378,22,12,0.37829287207713486,1,cancer_specific
Bowel,ZKSCAN5,-0.6774480339259387,0.04696148799439522,12,51,0.5266206636819892,1,cancer_specific
Lung,EFNA4,-0.6774408413023125,0.019044966309130096,8,118,0.9997943488153372,1,cancer_specific
Esophagus/Stomach,ATF7IP,-0.6774008314626832,0.046412232141349034,11,58,1.0,1,cancer_specific
Uterus,AGO1,-0.6770920971489262,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Bowel,FAM178B,-0.6769855685084885,0.038064001199213826,12,51,0.5124066107380654,1,cancer_specific
Pancreas,CPD,-0.6769584956111724,0.035105198377006396,12,36,0.9994757549302502,1,cancer_specific
Uterus,DCAF12L1,-0.6769353051050478,0.02211533410025953,22,12,0.41567091797877737,1,cancer_specific
Lung,PI15,-0.6768504511771868,0.02761204509685728,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,PLEKHH3,-0.6767092566744377,0.005494110875631207,15,44,0.3675929183244149,2,cancer_specific
Lung,HSF2BP,-0.6766097640655363,0.030811391703582564,8,118,0.9997943488153372,1,cancer_specific
Uterus,TAC3,-0.676520400740666,0.024300563318124954,22,12,0.42263181460455723,1,cancer_specific
Lung,EXOSC7,-0.6763822301384305,0.032521593043853006,8,118,0.9997943488153372,2,cancer_specific
Ovary/Fallopian Tube,AUP1,-0.676322156759534,0.007537997452307862,15,44,0.3865237714951714,1,cancer_specific
Esophagus/Stomach,MS4A1,-0.6761954662125469,0.02525338634871561,11,58,1.0,1,cancer_specific
Ovary/Fallopian Tube,RBCK1,-0.676183529052682,0.021081094899852174,15,44,0.4375059174181126,1,cancer_specific
Biliary Tract,MOCOS,-0.6761813623478805,0.03092116612040711,4,30,0.6004309844800014,1,cancer_specific
Bowel,CWC25,-0.6761754164144355,0.029317862384556928,12,51,0.48675795409026884,1,cancer_specific
