ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,MTAP_CN,MTAP_deleted,MTAP_expression
ACH-002461,RVH421 SKIN FV1,Skin,Melanoma,Melanoma,,False,4.348643183186553
ACH-002462,RPE1-ss48,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,False,5.792011972430836
ACH-002463,RPE1-ss77,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",1.000232855288737,False,4.733197045737876
ACH-002464,RPE1-ss6,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",1.019890097537668,False,5.308546544848059
ACH-002465,RPE1-ss119,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",1.014865001399411,False,5.629927755959187
ACH-002466,RPE1-ss111,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,False,6.064667327743211
ACH-002467,RPE1-ss51,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,False,5.10337594127158
ACH-002470,OS186,Bone,Osteosarcoma,Osteosarcoma,1.1097526835498386,False,5.481214971358887
ACH-002471,OS052,Bone,Osteosarcoma,Osteosarcoma,0.9914380082702609,False,5.439470217075288
ACH-002475,HAP1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",1.0200034326525644,False,5.339507990190345
ACH-002478,BC-2,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,1.0018591563770272,False,4.683101290025543
ACH-002485,MAVER-1,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,1.260940798779252e-05,True,0.0
ACH-002486,MES-OV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,0.5875615021196221,False,5.578032971696541
ACH-002490,NCI-H1882,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.5606448056029818,False,6.102874351465826
ACH-002497,NCI-H920,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.3089446172064385,False,6.81299871774955
ACH-002498,SU-DHL-2,Lymphoid,Mature B-Cell Neoplasms,Activated B-cell Type,0.5993200585430152,False,3.7237114506497497
ACH-002499,UACC-3199,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,1.5321937613693577,False,6.51586380741849
ACH-002500,Z-138,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,0.1591574016052131,True,4.316782936716586
ACH-002501,RMZ,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,1.3585197794646642,False,6.170387791865936
ACH-002508,WM3211,Skin,Melanoma,Acral Melanoma,1.0417421295897689,False,4.789108435572967
ACH-002509,WM4235,Skin,Melanoma,Acral Melanoma,,False,0.0
ACH-002510,M040416,Skin,Melanoma,Acral Melanoma,0.1054259839729261,True,3.90089578231823
ACH-002511,M104325,Skin,Melanoma,Melanoma,0.7426690163836278,False,4.172863501710388
ACH-002512,MM160113,Skin,Melanoma,Acral Melanoma,0.2609632279630879,True,5.675152567937211
ACH-002522,SNU-2292,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,2.1417589816560293e-05,True,0.0159656414310881
ACH-002523,SNU-739,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,0.769135510405384,False,4.527958605963199
ACH-002524,SNU-251,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,1.5237214916890094e-05,True,0.0
ACH-002526,SNU-1327,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.60349026215548e-05,True,1.3499200536213878
ACH-002528,SNU-267,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,1.3398766098212294e-05,True,0.0
ACH-002529,SNU-1330,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,1.355852338812311e-05,True,
ACH-002530,SNU-977,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,1.0854872208866986,False,
ACH-002531,SNU-2535,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.7040943695774396,False,4.866591519576815
ACH-002532,SNU-1411,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,0.704761920660572,False,5.507737565419768
ACH-002533,SNU-482,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,0.7861333469217536,False,4.286918101593593
ACH-002535,SNU-254,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,1.0634867045180318,False,5.828725504089074
ACH-002538,SNU-1235,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.2013989583909723,False,6.229414881241847
ACH-002539,SNU-1460,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.1367131192693674,False,5.704122209938298
ACH-002543,SNU-1406,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.1663945230158468,False,5.762393998826959
ACH-002544,SNU-1750,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,0.9384100212062428,False,4.318548232508661
ACH-002643,GRANTA-452,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,4.164912027169743e-05,True,0.090037704656543
ACH-002644,MEGAL,Myeloid,Acute Myeloid Leukemia,"AML, NOS",1.0237261442403904,False,5.73422728661577
ACH-002647,CCC-5,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Cholangiocarcinoma,1.348167831308092e-05,True,0.0
ACH-002648,CX-03,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,0.7922988139272436,False,4.571015372584266
ACH-002650,ETCC-016,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.0544418479747691,True,4.47945693479402
ACH-002651,FKH-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,0.9883491777479244,False,4.269818632684533
ACH-002653,JIH-5,Myeloid,Acute Leukemias of Ambiguous Lineage,Acute Leukemias of Ambiguous Lineage,0.2846358573307286,True,4.325364825885303
ACH-002654,JVE-015,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.175504662804375,False,6.370207881641529
ACH-002659,JVE-127,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,0.8553562731456713,False,4.5243332780481165
ACH-002660,JVE-187,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.0664961743750765,False,5.292490972711804
ACH-002662,JVE-207,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.074918067840187,False,4.919759575855041
ACH-002664,JVE-253,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,0.5888187626499535,False,4.683387673298619
ACH-002665,JVE-367,Bowel,Gastrointestinal Neuroendocrine Tumors,High-Grade Neuroendocrine Carcinoma of the Colon and Rectum,0.5400884082913268,False,3.994615926899301
ACH-002667,JVE-528,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.213100982864307,False,5.598901113676093
ACH-002668,KASUMI-3,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,0.9813166170464462,False,4.844034076288052
ACH-002669,KP-363T,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,0.8222584974399127,False,5.349839397912006
ACH-002672,MAPAC-HS-77,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,1.011147336309499,False,6.830242645759886
ACH-002675,SH-2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,0.892332450312252,False,5.394246595722089
ACH-002676,TK-6,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",0.9947186025620997,False,5.016264528717073
ACH-002677,U-2946,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",0.687489252180396,False,4.405515919443817
ACH-002678,WILL-1,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",1.0105869120984368,False,6.144703103322959
ACH-002680,170-MG-BA,CNS/Brain,Diffuse Glioma,Glioblastoma,0.0040546934237297,True,4.031818625826357
ACH-002681,538-MG-BA,CNS/Brain,Diffuse Glioma,Glioblastoma,4.251834930854581e-05,True,0.1940227347323944
ACH-002687,WM3772F,Eye,Ocular Melanoma,Uveal Melanoma,0.6424785602856944,False,3.2476055287274614
ACH-002688,OS457,Bone,Osteosarcoma,Osteosarcoma,0.7640017473656603,False,3.424195184429398
ACH-002689,OS525,Bone,Osteosarcoma,Osteosarcoma,0.5765454242995589,False,4.1513636575195685
ACH-002690,OS526,Bone,Osteosarcoma,Osteosarcoma,0.8825426033638207,False,4.635974899009111
ACH-002693,S462,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,1.2160472111989462,False,5.939988164799587
ACH-002695,STS26T,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,1.179042314932215,False,5.633849659104694
ACH-002703,OANC1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,0.6413031360716068,False,4.380313865887715
ACH-002705,IS076P,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,0.9411001937835982,False,5.5573396264037385
ACH-002706,IS076A,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,0.8654344016376803,False,4.767813676607739
ACH-002708,DL-221,Soft Tissue,Liposarcoma,Myxoid/Round-Cell Liposarcoma,0.0040836758050973,True,5.090535901003174
ACH-002709,CMS,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,0.9790224652560714,False,
ACH-002710,MPNST-724,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,0.8222015867225446,False,4.454406232125614
ACH-002711,UM-HACC-2A,Head and Neck,Salivary Carcinoma,Adenoid Cystic Carcinoma,1.1846828789603297e-05,True,0.0
ACH-002716,MO-91,Myeloid,Acute Myeloid Leukemia,AML with Minimal Differentiation,1.007821185975162,False,5.535057594894842
ACH-002722,OSU-Des23,Soft Tissue,Desmoid/Aggressive Fibromatosis,Desmoid/Aggressive Fibromatosis,1.0110997737845715,False,4.262673686981836
ACH-002730,CCLF_UPGI_0009_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,
ACH-002733,HCM-BROD-0477-C16,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,
ACH-002736,CCLF_UPGI_0052_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,,False,
ACH-002738,PANFR0420,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,
ACH-002742,PANFR0233,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,
ACH-002743,PANFR0368,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,
ACH-002744,PANFR0402,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,
ACH-002745,PANFR0069,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,
ACH-002757,CCLF_UPGI_0068_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,
ACH-002778,NCC-OS1-X2-C1,Bone,Osteosarcoma,Osteosarcoma,0.8888033499434466,False,3.1516088231554953
ACH-002780,NCC-ES1-C1,Bone,Ewing Sarcoma,Ewing Sarcoma,0.9223633572595248,False,4.8569607983486875
ACH-002781,NCC-dCS1-C1,Bone,Chondrosarcoma,Dedifferentiated Chondrosarcoma,0.9376532594062044,False,5.855466525873903
ACH-002782,NCC-UPS1-C1,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,0.1209231612275336,True,5.6036619483319425
ACH-002784,NCC-UPS2-C1,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,1.18501138700965e-05,True,0.0
ACH-002785,NCC-LMS1-C1,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,0.8857756371332681,False,4.972789136752039
ACH-002787,NCC-pRMS1-C1,Soft Tissue,Rhabdomyosarcoma,Pleomorphic Rhabdomyosarcoma,0.7516548667736321,False,4.62151858285747
ACH-002789,NCC-SS1-C1,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,1.071767270283059,False,4.772972998677214
ACH-002790,NCC-SS2-C1,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,0.9730131748911084,False,4.252975696772797
ACH-002792,NCC-CCS1B-C1,Soft Tissue,Clear Cell Sarcoma,Clear Cell Sarcoma,0.8026728777211368,False,4.844360543221246
ACH-002794,NCC-MFS1-C1,Soft Tissue,Myxofibrosarcoma,Myxofibrosarcoma,0.5361935306760625,False,3.2664672388241347
ACH-002795,NCC-CDS1-X1-C1,Soft Tissue,CIC-DUX4 Sarcoma,CIC-DUX4 Sarcoma,0.987199694051985,False,4.639978790484316
ACH-002796,NCC-CDS1-X3-C1,Soft Tissue,CIC-DUX4 Sarcoma,CIC-DUX4 Sarcoma,0.9917165676266284,False,4.83814500331236
ACH-002798,NCC-DFSP2-C1,Skin,Dermatofibrosarcoma Protuberans,Dermatofibrosarcoma Protuberans,0.9930809217294372,False,3.0361076592726723
ACH-002799,NCC-MPNST1-C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,1.4239512225499111e-05,True,0.0
ACH-002800,NCC-MPNST2-C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,0.8680592037807187,False,4.826329842047744
ACH-002801,NCC-MPNST3-C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,1.0100610389210547,False,5.597802287221869
ACH-002802,NCC-MPNST3-X2-C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,0.9894205767005704,False,5.173267377708613
ACH-002806,TB096,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,0.7759717235994976,False,3.650959815136459
ACH-002834,OS384,Bone,Osteosarcoma,Osteosarcoma,0.7299884657781561,False,3.676966918665335
ACH-002835,CCLF_UPGI_0011_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,False,
ACH-002837,HCM-BROD-0100-C15,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,False,
ACH-002839,CCLF_CORE_0002_T,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,
ACH-002843,CCLF_RARE_0020_T,Soft Tissue,Desmoid/Aggressive Fibromatosis,Desmoid/Aggressive Fibromatosis,1.0006143457483718,False,4.362960756389826
ACH-002844,CCLF_RARE_0025_T,Soft Tissue,Desmoid/Aggressive Fibromatosis,Desmoid/Aggressive Fibromatosis,,False,3.9501697658975656
ACH-002846,YUSEEP-M 16-3517,Skin,Melanoma,Acral Melanoma,1.2564041081366374e-05,True,0.0
ACH-002847,YUHOIN,Skin,Melanoma,Melanoma,1.1935846436118538e-05,True,0.0
ACH-002871,HCM-BROD-0489-C15,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,False,
ACH-002883,IPM-BO-053L,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,,False,
ACH-002884,IPM-BO-053R,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,,False,
ACH-002885,IPM-BO-056,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,
ACH-002886,VACO 432,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.0148079233392178,False,5.698554660354072
ACH-002921,BCK4,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,0.9903609671920838,False,4.168072353769817
ACH-002922,SK-N-MM,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.6837271222057316,False,3.1497926347992555
ACH-002924,UPMM2,Eye,Ocular Melanoma,Uveal Melanoma,0.9122340287445264,False,3.9783878541584694
ACH-002925,UPMM3,Eye,Ocular Melanoma,Uveal Melanoma,0.9113111460866364,False,3.8752492738014785
ACH-002926,UPMD1,Eye,Ocular Melanoma,Uveal Melanoma,0.7663331328942332,False,5.02198156296327
ACH-002927,UPMD2,Eye,Ocular Melanoma,Uveal Melanoma,0.6737856607033466,False,4.371726121906208
ACH-002928,MM100511,Skin,Melanoma,Acral Melanoma,0.8536797643298892,False,4.385051330640232
ACH-002932,CCLF_NEURO_0001_T,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,,False,4.7477901808309575
ACH-002936,CCLF_PEDS_0043_T,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,0.955832494555196,False,5.292119135076829
ACH-002937,CCLF_PEDS_0020_T,Kidney,Wilms' Tumor,Wilms' Tumor,,False,3.3893547971044953
ACH-002942,CCLF_RARE_0004_T,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,False,3.824706763845379
ACH-002946,UKE-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,1.1739839499199296,False,6.000317808743862
ACH-002950,NH93T,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,,False,
ACH-002951,NH84T,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,,False,
ACH-002954,CCLF_UPGI_0012_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,False,
ACH-002967,CCLF_UPGI_0036_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,
ACH-002968,CCLF_UPGI_0041_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,
ACH-002972,CCLF_UPGI_0085_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,
ACH-002979,CCLF_UPGI_0101_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,,False,
ACH-002981,HCM-BROD-0098-C15,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,False,
ACH-002994,WSU-AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,1.0030339284200018,False,5.224603716928036
ACH-002996,CI34601,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,False,
ACH-003012,A549_CRAF_KD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.0001766618372784,True,3.0073551938823817
ACH-003019,LASCPC-01,Prostate,Prostate Neuroendocrine Carcinoma,Prostate Neuroendocrine Carcinoma,,False,
ACH-003061,NCI-H774,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.2857519922162215,False,5.398367473514702
ACH-003065,CHLA-02-ATRT,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,1.0034359317993344,False,4.783089909663542
ACH-003067,CHLA-01R-MED,CNS/Brain,Embryonal Tumor,Medulloblastoma,0.9843527847209332,False,4.5595774668564495
ACH-003071,NCI-H748,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.1166447798225358,False,4.628166999286324
ACH-003099,UCSF-OT-1109,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0.7910542147028903,False,4.38236291296791
ACH-003100,EJ-1,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",0.0179795071300047,True,4.814811869021243
ACH-003101,Z-119,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,0.8876168231272646,False,4.981432566996484
ACH-003103,Z-181,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,7.999816169030714e-05,True,1.8967097260425885
ACH-003105,VMM917,Skin,Melanoma,Melanoma,0.0017010670882887,True,3.054834588167843
ACH-003106,RC,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,0.9032609977405758,False,3.6140148276903656
ACH-003107,JMP-1,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,1.3560403119985808e-05,True,0.0
ACH-003108,HF,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,0.9739975848882972,False,4.6426900209860245
ACH-003111,Hs 856.T,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,1.000861472050593,False,4.00421372342396
ACH-003119,NCI-H1450,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.3967256370863406,False,6.278501496523364
ACH-003120,NCI-H1607,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.400239260428775,False,6.122900451214418
ACH-003121,NCI-H2679,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.0921968412045422,False,5.319101251668478
ACH-003125,ASPS-KY,Soft Tissue,Alveolar Soft Part Sarcoma,Alveolar Soft Part Sarcoma,1.0303223569031177,False,5.623992659188346
ACH-003135,ABM-T0280,CNS/Brain,Non-Cancerous,Immortalized Astrocytes,,False,5.982665081827477
ACH-003137,ABM-T0281,CNS/Brain,Non-Cancerous,Immortalized Astrocytes,,False,5.903088898562549
ACH-003138,ABM-T0292,CNS/Brain,Non-Cancerous,"Immortalized Endothelial Cells, Endoneurial",,False,5.496954413089177
ACH-003139,ABM-T0457,Muscle,Non-Cancerous,Immortalized Cardiomyocytes,,False,6.148197930817806
ACH-003141,ABM-T0557,Muscle,Non-Cancerous,"immortalized Smooth Muscle Cells, Coronary artery",,False,5.67649591468807
ACH-003142,ABM-T0558,Muscle,Non-Cancerous,"Immortalized Smooth Muscle Cells, Pulmonary artery",,False,5.775263926538745
ACH-003143,ABM-T0616,Kidney,Non-Cancerous,"Immortalized Epithelial Cells, Renal",,False,5.4236084228905455
ACH-003145,ABM-T0725,Embryonal,Non-Cancerous,"Immortalized Endothelial Cells, Umbilical Vein",,False,5.773740561544167
ACH-003148,ABM-T0781,CNS/Brain,Non-Cancerous,Immortalized Neuronal Progenitor Cells,,False,5.667835369784963
ACH-003149,ABM-T0782,Muscle,Non-Cancerous,Immortalized Skeletal Muscle Cells,,False,5.159935903503213
ACH-003150,ABM-T0783,CNS/Brain,Non-Cancerous,Immortalized Astrocytes,,False,5.707737358517673
ACH-003152,ABM-T0796,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",,False,3.999909828742063
ACH-003153,ABM-T0794,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",,False,6.223937981907429
ACH-003154,ABM-T0795,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",,False,5.331637149721935
ACH-003155,ABM-T0789,Liver,Non-Cancerous,Immortalized Liver Cells,,False,6.181382870818353
ACH-003156,ABM-T0797,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",,False,5.979561240989939
ACH-003157,ABM-T0822,Lung,Non-Cancerous,Immortalized MPLC Cells,,False,0.0
ACH-003158,ABM-T9220,Muscle,Non-Cancerous,"Immortalized Smooth Muscle Cells, Intestinal",,False,5.531356505575453
ACH-003159,ABM-T9233,Hair,Non-Cancerous,Immortalized Hair Follicle Inner Root Sheath Cells,,False,5.976652329169979
ACH-003160,ABM-T9249,Hair,Non-Cancerous,Immortalized Hair Germinal Matrix Cells,,False,5.855997169811785
ACH-003161,ABM-T9430,Pancreas,Non-Cancerous,Immortalized Pancreatic Stromal Cells,,False,5.782820030811972
ACH-003176,NRH-GCT1,Bone,Osteosarcoma,Osteosarcoma,0.6813268527826025,False,5.979586390883085
ACH-003177,NRH-UPS1,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,1.116823545933868e-05,True,0.0
ACH-003180,NRH-UPS2,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,1.014999724496883,False,5.205329948968734
ACH-003181,NRH-LMS1,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,1.4216829244327348e-05,True,0.0
ACH-003183,NRH-MFS3,Soft Tissue,Myxofibrosarcoma,Myxofibrosarcoma,0.7453976708944766,False,3.95376809218438
ACH-003184,NRH-LMS2,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,0.7555478772411052,False,3.962484243628541
ACH-003187,NRH-UPS4,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,0.8294526434674987,False,4.339857127286988
ACH-003191,NRH-GCT2,Bone,Giant Cell Tumor of Bone,Giant Cell Tumor of Bone,1.1445725812660186,False,4.827905380538718
ACH-003221,Hs 38.T,Fibroblast,Non-Cancerous,Fibroblast,0.997700195988997,False,3.810998275217536
ACH-003226,U-CH11-R,Bone,Chordoma,Chordoma,1.0508147361935969,False,4.6333323922425835
ACH-003227,U-CH17M,Bone,Chordoma,Chordoma,1.1919311371919627e-05,True,0.0
ACH-003265,CCLF_RARE_0010_T,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,False,3.0649104363123603
ACH-003266,CCLF_RARE_0021_T,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,False,4.182589017192062
ACH-003267,CCLF_RARE_0009_T,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,False,4.816891492559431
